Conference,Year,Title,Award,authornum,authornum_77,PaperType,Link,cite,cite_log,cite_log_one
Vis,2006,Mesh Layouts for Block-Based Caches,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2006.162,27,1.431363764,0.449171714
InfoVis,2006,Visualization of Barrier Tree Sequences,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2006.196,27,1.431363764,0.449171714
VAST,2006,Have Green - A Visual Analytics Framework for Large Semantic Graphs,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VAST.2006.261432,29,1.462397998,0.458910469
Vis,2006,High-Level User Interfaces for Transfer Function Design with Semantics,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2006.148,29,1.462397998,0.458910469
Vis,2006,Interactive Point-Based Rendering of Higher-Order Tetrahedral Data,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2006.154,29,1.462397998,0.458910469
Vis,2006,A Trajectory-Preserving Synchronization Method for Collaborative Visualization,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2006.114,31,1.491361694,0.467999474
VAST,2006,NetLens: Iterative Exploration of Content-Actor Network Data,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VAST.2006.261426,33,1.51851394,0.476520034
VAST,2006,A Visual Interface for Multivariate Temporal Data: Finding Patterns of Events across Multiple Histories,TT,4,3.08,conference paper,http://dx.doi.org/10.1109/VAST.2006.261421,34,1.531478917,3
Vis,2006,Scalable WIM: Effective Exploration in Large-scale Astrophysical Environments,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2006.176,34,1.531478917,0.480588532
Vis,2006,Outlier-Preserving Focus+Context Visualization in Parallel Coordinates,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2006.170,35,1.544068044,0.484539086
Vis,2006,Scalable Data Servers for Large Multivariate Volume Visualization,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2006.175,35,1.544068044,0.484539086
Vis,2006,Extensions of the Zwart-Powell Box Spline for Volumetric Data Reconstruction on the Cartesian Lattice,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2006.141,37,1.568201724,0.4921124
Vis,2006,Asynchronous Distributed Calibration for Scalable and Reconfigurable Multi-Projector Displays,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2006.121,38,1.579783597,0.49574687
Vis,2006,Progressive Volume Rendering of Large Unstructured Grids,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2006.171,38,1.579783597,0.49574687
InfoVis,2006,Topographic Visualization of Prefix Propagation in the Internet,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2006.185,39,1.591064607,0.499286928
Vis,2006,Comparative Visualization for Wave-based and Geometric Acoustics,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2006.125,40,1.602059991,0.502737355
Vis,2006,Real-Time Illustration of Vascular Structures,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2006.172,40,1.602059991,0.502737355
Vis,2006,On Histograms and Isosurface Statistics,BP,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2006.168,41,1.612783857,3
InfoVis,2006,Smashing Peacocks Further: Drawing Quasi-Trees from Biconnected Components,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2006.177,41,1.612783857,0.506102577
Vis,2006,LOD Map - A Visual Interface for Navigating Multiresolution Volume Visualization,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2006.159,43,1.633468456,0.512593545
Vis,2006,Multifield-Graphs: An Approach to Visualizing Correlations in Multifield Scalar Data,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2006.165,43,1.633468456,0.512593545
Vis,2006,Hub-based Simulation and Graphics Hardware Accelerated Visualization for Nanotechnology Applications,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2006.150,45,1.653212514,0.518789365
Vis,2006,Out-of-Core Remeshing of Large Polygonal Meshes,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2006.169,48,1.681241237,0.52758497
VAST,2006,Pixnostics: Towards Measuring the Value of Visualization,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VAST.2006.261423,51,1.707570176,0.535847171
Vis,2006,Visualization Tools for Vorticity Transport Analysis in Incompressible Flow,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2006.199,52,1.716003344,0.538493556
VAST,2006,Enhancing Visual Analysis of Network Traffic Using a Knowledge Representation,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VAST.2006.261436,53,1.72427587,0.541089531
InfoVis,2006,Visualization of Geo-spatial Point Sets via Global Shape Transformation and Local Pixel Placement,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2006.198,53,1.72427587,0.541089531
VAST,2006,Collaborative Visual Analytics: Inferring from the Spatial Organization and Collaborative Use of Information,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VAST.2006.261415,55,1.740362689,0.546137685
VAST,2006,Interactive Wormhole Detection in Large Scale Wireless Networks,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VAST.2006.261435,58,1.763427994,0.553375735
VAST,2006,User Interfaces for the Exploration of Hierarchical Multi-dimensional Data,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VAST.2006.261422,60,1.77815125,0.557995993
InfoVis,2006,Enabling Automatic Clutter Reduction in Parallel Coordinate Plots,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2006.138,61,1.785329835,0.560248682
Vis,2006,High-Quality Extraction of Isosurfaces from Regular and Irregular Grids,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2006.149,61,1.785329835,0.560248682
VAST,2006,Interactive Visual Synthesis of Analytic Knowledge,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VAST.2006.261430,63,1.799340549,0.56464534
Vis,2006,fine-grained Visualization Pipelines and Lazy Functional Languages,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2006.145,64,1.806179974,0.566791598
Vis,2006,A Pipeline for Computer Aided Polyp Detection,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2006.112,65,1.812913357,0.56890458
Vis,2006,A Generic and Scalable Pipeline for GPU Tetrahedral Grid Rendering,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2006.110,69,1.838849091,0.57704339
Vis,2006,Diffusion Tensor Visualization with Glyph Packing,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2006.134,69,1.838849091,0.57704339
VAST,2006,Accelerating Network Traffic Analytics Using Query-Driven Visualization,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VAST.2006.261437,74,1.86923172,0.586577666
VAST,2006,Semantic Image Browser: Bridging Information Visualization with Automated Intelligent Image Analysis,0,7,5.39,conference paper,http://dx.doi.org/10.1109/VAST.2006.261425,76,1.880813592,0.590212137
Vis,2006,Hybrid Visualization for White Matter Tracts using Triangle Strips and Point Sprites,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2006.151,77,1.886490725,0.59199366
Vis,2006,Representing Higher-Order Singularities in Vector fields on Piecewise Linear Surfaces,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2006.173,79,1.897627091,0.595488327
Vis,2006,An Atmospheric Visual Analysis and Exploration System,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2006.117,80,1.903089987,0.597202621
Vis,2006,Caricaturistic Visualization,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2006.123,82,1.913813852,0.600567843
InfoVis,2006,IPSep-CoLa: An Incremental Procedure for Separation Constraint Layout of Graphs,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2006.156,93,1.968482949,0.617723379
Vis,2006,Dynamic View Selection for Time-Varying Volumes,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2006.137,110,2.041392685,0.640602952
VAST,2006,Exploratory Visualization of Multivariate Data with Variable Quality,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VAST.2006.261424,120,2.079181246,0.65246126
Vis,2006,Subjective Quantification of Perceptual Interactions among some 2D Scientific Visualization Methods,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2006.180,123,2.089905111,0.655826482
InfoVis,2006,Multi-Scale Banking to 45 Degrees,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2006.163,125,2.096910013,0.658024668
InfoVis,2006,Network Visualization by Semantic Substrates,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2006.166,142,2.152288344,0.675402766
VAST,2006,"Toward a Multi-Analyst, Collaborative Framework for Visual Analytics",0,6,4.62,conference paper,http://dx.doi.org/10.1109/VAST.2006.261439,143,2.155336037,0.676359153
InfoVis,2006,Visual Analysis of Multivariate State Transition Graphs,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2006.192,157,2.195899652,0.689088292
InfoVis,2006,Visual Exploration of Complex Time-Varying Graphs,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2006.193,192,2.283301229,0.716515503
VAST,2006,Time Tree: Exploring Time Changing Hierarchies,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VAST.2006.261450,202,2.305351369,0.723434987
Vis,2006,Visualization of fibrous and Thread-like Data,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2006.197,212,2.326335861,0.730020064
Vis,2006,"Superellipsoid-based, Real Symmetric Traceless Tensor Glyphs Motivated by Nematic Liquid Crystal Alignment Visualization",0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2006.181,242,2.383815366,0.748057525
InfoVis,2006,Dynamic Map Labeling,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2006.136,262,2.418301291,0.758879444
VAST,2006,D-Dupe: An Interactive Tool for Entity Resolution in Social Networks,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VAST.2006.261429,319,2.503790683,0.785706598
VAST,2006,Interactive Visualization and Analysis of Network and Sensor Data on Mobile Devices,0,7,5.39,conference paper,http://dx.doi.org/10.1109/VAST.2006.261434,382,2.582063363,0.810269099
InfoVis,2006,ASK-graphView: a large scale graph visualization system,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2006.120,1132,3.053846427,0.958317843
InfoVis,2007,Animated Transitions in Statistical Data Graphics,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70539,0,0,0
VAST,2007,Design Considerations for Collaborative Visual Analytics,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VAST.2007.4389011,1,0,0
Vis,2007,Shadow-Driven 4D Haptic Visualization,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70593,0,0,0
Vis,2007,A Flexible Multi-Volume Shader Framework for Arbitrarily Intersecting Multi-Resolution Datasets,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70534,2,0.301029996,0.094465266
InfoVis,2007,Interactive Visual Exploration of a Large Spatio-temporal Dataset: Reflections on a Geovisualization Mashup.,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70570,2,0.301029996,0.094465266
InfoVis,2007,Scented Widgets: Improving Navigation Cues with Embedded Visualizations,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70589,2,0.301029996,0.094465266
InfoVis,2007,Toward a Deeper Understanding of the Role of Interaction in Information Visualization,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70515,2,0.301029996,0.094465266
VAST,2007,Session Viewer: Visual Exploratory Analysis of Web Session Logs,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VAST.2007.4389008,4,0.602059991,0.188930533
VAST,2007,Stories in GeoTime,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VAST.2007.4388992,5,0.698970004,0.219341556
InfoVis,2007,VisLink: Revealing Relationships Amongst Visualizations,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70521,5,0.698970004,0.219341556
InfoVis,2007,Weaving Versus Blending: a quantitative assessment of the information carrying capacities of two alternative methods for conveying multivariate data with color.,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70623,5,0.698970004,0.219341556
Vis,2007,Grid With a View: Optimal Texturing for Perception of Layered Surface Shape,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70559,6,0.77815125,0.244189171
Vis,2007,Registration Techniques for Using Imperfect and Par tially Calibrated Devices in Planar Multi-Projector Displays,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70586,7,0.84509804,0.26519753
Vis,2007,Surface Extraction from Multi-Material Components for Metrology using Dual Energy CT,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70598,7,0.84509804,0.26519753
VAST,2007,Us vs. Them: Understanding Social Dynamics in Wikipedia with Revert Graph Visualizations,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VAST.2007.4389010,7,0.84509804,0.26519753
InfoVis,2007,Overview Use in Multiple Visual Information Resolution Interfaces,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70583,8,0.903089987,0.283395799
InfoVis,2007,A Taxonomy of Clutter Reduction for Information Visualisation,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70535,9,0.954242509,0.29944781
InfoVis,2007,Interactive Tree Comparison for Co-located Collaborative Information Visualization,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70568,9,0.954242509,0.29944781
InfoVis,2007,Show Me: Automatic Presentation for Visual Analysis,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70594,9,0.954242509,0.29944781
InfoVis,2007,Visualization of Heterogeneous Data,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70617,9,0.954242509,0.29944781
Vis,2007,Interactive Visualization of Volumetric White Matter Connectivity in DT-MRI Using a Parallel-Hardware Hamilton-Jacobi Solver,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70571,10,1,0.313806822
InfoVis,2007,Multi-Level Graph Layout on the GPU,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70580,10,1,0.313806822
Vis,2007,Semantic Layers for Illustrative Volume Rendering,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70591,11,1.041392685,0.326796129
InfoVis,2007,Spatialization Design: Comparing Points and Landscapes,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70596,11,1.041392685,0.326796129
VAST,2007,Analysis Guided Visual Exploration of Multivariate Data,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VAST.2007.4389000,12,1.079181246,0.338654437
InfoVis,2007,"Visual Analysis of Network Traffic for Resource Planning, Interactive Monitoring, and Interpretation of Security Threats",0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70522,12,1.079181246,0.338654437
Vis,2007,Conjoint Analysis to Measure the Perceived Quality in Volume Rendering,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70542,13,1.113943352,0.349563024
Vis,2007,Lattice-Based Volumetric Global Illumination,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70573,13,1.113943352,0.349563024
Vis,2007,Tile-based Level of Detail for the Parallel Age ,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70587,13,1.113943352,0.349563024
Vis,2007,Visualizing Whole-Brain DTI Tractography with GPU-based Tuboids and LoD Management,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70532,13,1.113943352,0.349563024
Vis,2007,An Effective Illustrative Visualization Framework Based on Photic Extremum Lines (PELs),0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70538,14,1.146128036,0.359662797
Vis,2007,Efficient Visualization of Lagrangian Coherent Structures by filtered AMR Ridge Extraction,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70554,14,1.146128036,0.359662797
Vis,2007,LiveSync: Deformed Viewing Spheres for Knowledge-Based Navigation,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70576,14,1.146128036,0.359662797
VAST,2007,IMAS: The Interactive Multigenomic Analysis System,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VAST.2007.4388997,15,1.176091259,0.369065461
InfoVis,2007,ManyEyes: a Site for Visualization at Internet Scale,TT,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70577,16,1.204119983,3
Vis,2007,IStar: A Raster Representation for Scalable Image and Volume Data,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70572,17,1.230448921,0.386123266
InfoVis,2007,Visualizing the History of Living Spaces,BP,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70621,17,1.230448921,3
Vis,2007,Time Dependent Processing in a Parallel Pipeline Architecture,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70600,18,1.255272505,0.393913076
Vis,2007,Visualizing Large-Scale Uncertainty in Astrophysical Data,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70530,18,1.255272505,0.393913076
Vis,2007,Moment Invariants for the Analysis of 2D Flow fields,0,9,6.93,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70579,19,1.278753601,0.401281604
InfoVis,2007,NodeTrix: a Hybrid Visualization of Social Networks,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70582,19,1.278753601,0.401281604
VAST,2007,"WireVis: Visualization of Categorical, Time-Varying Data From Financial Transactions",0,9,6.93,conference paper,http://dx.doi.org/10.1109/VAST.2007.4389009,19,1.278753601,0.401281604
Vis,2007,CoViCAD: Comprehensive Visualization of Coronary Artery Disease,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70550,20,1.301029996,0.408272089
Vis,2007,Texture-based feature tracking for effective time-varying data visualization,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70599,20,1.301029996,0.408272089
VAST,2007,Visual Analytics Approach to User-Controlled Evacuation Scheduling,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VAST.2007.4388995,20,1.301029996,0.408272089
Vis,2007,Visual Verification and Analysis of Cluster Detection for Molecular Dynamics,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70614,20,1.301029996,0.408272089
InfoVis,2007,Browsing Zoomable Treemaps: Structure-Aware Multi-Scale Navigation Techniques,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70540,21,1.322219295,0.414921435
Vis,2007,Interactive sound rendering in complex and dynamic scenes using frustum tracing,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70567,21,1.322219295,0.414921435
Vis,2007,Stochastic DT-MRI Connectivity Mapping on the GPU,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70597,22,1.342422681,0.421261396
InfoVis,2007,Hotmap: Looking at Geographic Attention,0,1,0.77,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70561,23,1.361727836,0.427319485
Vis,2007,Listener-based Analysis of Surface Importance for Acoustic Metrics,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70575,25,1.397940009,0.438683112
Vis,2007,Molecular Surface Abstraction,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70578,25,1.397940009,0.438683112
Vis,2007,Efficient Computation and Visualization of Coherent Structures in Fluid Flow Applications,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70551,26,1.414973348,0.44402829
Vis,2007,Segmentation of Three-dimensional Retinal Image Data,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70590,27,1.431363764,0.449171714
VAST,2007,Analyzing Large-Scale News Video Databases to Support Knowledge Visualization and Intuitive Retrieval,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VAST.2007.4389003,29,1.462397998,0.458910469
Vis,2007,Enhancing Depth-Perception with Flexible Volumetric Halos,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70555,30,1.477121255,0.463530727
Vis,2007,Topological Visualization of Brain Diffusion MRI Data,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70602,30,1.477121255,0.463530727
InfoVis,2007,Sequential Document Visualization,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70592,31,1.491361694,0.467999474
Vis,2007,Generalized Streak Lines: Analysis and Visualization of Boundary Induced Vortices,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70557,32,1.505149978,0.472326332
Vis,2007,Visualization of Cosmological Particle-Based Datasets,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70526,33,1.51851394,0.476520034
VAST,2007,NewsLab: Exploratory Broadcast News Video Analysis,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VAST.2007.4389005,34,1.531478917,0.480588532
Vis,2007,Similarity-Guided Streamline Placement with Error Evaluation,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70595,34,1.531478917,0.480588532
VAST,2007,Visual Analysis of Controversy in User-generated Encyclopedias,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VAST.2007.4389012,34,1.531478917,0.480588532
VAST,2007,SpiralView: Towards Security Policies Assessment through Visual Correlation of Network Resources with Evolution of Alarms,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VAST.2007.4389007,35,1.544068044,0.484539086
Vis,2007,Construction of Simplified Boundary Surfaces from Serial-sectioned Metal Micrographs,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70543,36,1.556302501,0.488378342
Vis,2007,"Topology, Accuracy, and Quality of Isosurface Meshes Using Dynamic Particles",0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70604,36,1.556302501,0.488378342
VAST,2007,Jigsaw: Supporting Investigative Analysis through Interactive Visualization,TT,4,3.08,conference paper,http://dx.doi.org/10.1109/VAST.2007.4389006,37,1.568201724,3
VAST,2007,Literature Fingerprinting: A New Method for Visual Literary Analysis,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VAST.2007.4389004,37,1.568201724,0.4921124
Vis,2007,Navigating in a Shape Space of Registered Models,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70581,38,1.579783597,0.49574687
Vis,2007,High-Quality Multimodal Volume Rendering for Preoperative Planning of Neurosurgical Interventions,BA,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70560,39,1.591064607,3
Vis,2007,Virtual Rheoscopic Fluids for Flow Visualization,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70610,39,1.591064607,0.499286928
InfoVis,2007,Visualizing Causal Semantics Using Animations,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70528,40,1.602059991,0.502737355
InfoVis,2007,Exploring Multiple Trees through DAG Representations,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70556,41,1.612783857,0.506102577
InfoVis,2007,Visualizing Changes of Hierarchical Data using Treemaps,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70529,44,1.643452676,0.515726662
VAST,2007,Balancing Interactive Data Management of Massive Data with Situational Awareness through Smart Aggregation,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VAST.2007.4388998,45,1.653212514,0.518789365
InfoVis,2007,AdaptiviTree: Adaptive Tree Visualization for Tournament-Style Brackets,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70537,48,1.681241237,0.52758497
VAST,2007,DataMeadow: A Visual Canvas for Analysis of Large-Scale Multivariate Data,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VAST.2007.4389013,49,1.69019608,0.530395061
Vis,2007,Variable Interactions in Query-Driven Visualization,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70519,49,1.69019608,0.530395061
VAST,2007,FemaRepViz: Automatic Extraction and Geo-Temporal Visualization of FEMA National Situation Updates,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VAST.2007.4388991,52,1.716003344,0.538493556
Vis,2007,Scalable Hybrid Unstructured and Structured Grid Raycasting,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70588,55,1.740362689,0.546137685
VAST,2007,Visual Analytics on Mobile Devices for Emergency Response,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VAST.2007.4388994,62,1.792391689,0.56246474
InfoVis,2007,Casual Information Visualization: Depictions of Data in Everyday Life,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70541,64,1.806179974,0.566791598
Vis,2007,Cores of Swirling Particle Motion in Unsteady Flows,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70545,65,1.812913357,0.56890458
VAST,2007,Point Placement by Phylogenetic Trees and its Application to Visual Analysis of Document Collections,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VAST.2007.4389002,66,1.819543936,0.5709853
Vis,2007,Visual Analysis of the Air Pollution Problem in Hong Kong,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70523,67,1.826074803,0.573034731
Vis,2007,Contextualized Videos: Combining Videos with Environment Models to Support Situational Understanding,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70544,70,1.84509804,0.579004353
VAST,2007,ClusterSculptor: A Visual Analytics Tool for High-Dimensional Data,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VAST.2007.4388999,71,1.851258349,0.5809375
Vis,2007,Interactive Visual Analysis of Perfusion Data,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70569,72,1.857332496,0.582843609
InfoVis,2007,Legible Cities: Focus-Dependent Multi-Resolution Visualization of Urban Relationships,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70574,73,1.86332286,0.584723426
Vis,2007,Random-Accessible Compressed Triangle Meshes,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70585,73,1.86332286,0.584723426
Vis,2007,Transform Coding for Hardware-accelerated Volume Rendering,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70516,75,1.875061263,0.588407017
VAST,2007,Activity Analysis Using Spatio-Temporal Trajectory Volumes in Surveillance Applications,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VAST.2007.4388990,79,1.897627091,0.595488327
Vis,2007,Multifield Visualization Using Local Statistical Complexity,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70615,80,1.903089987,0.597202621
InfoVis,2007,Geographically Weighted Visualization: Interactive Graphics for Scale-Varying Exploratory Analysis,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70558,83,1.919078092,0.602219798
VAST,2007,LAHVA: Linked Animal-Human Health Visual Analytics,0,10,7.7,conference paper,http://dx.doi.org/10.1109/VAST.2007.4388993,87,1.939519253,0.608634373
Vis,2007,Efficient Computation of Morse-Smale Complexes for Three-dimensional Scalar Functions,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70552,90,1.954242509,0.613254632
Vis,2007,Illustrative Deformation for Data Exploration,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70565,95,1.977723605,0.62062316
Vis,2007,Topological Landscapes: A Terrain Metaphor for Scientific Data,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70601,102,2.008600172,0.630312437
Vis,2007,Efficient Surface Reconstruction using Generalized Coulomb Potentials,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70553,105,2.021189299,0.634262991
VAST,2007,Thin Client Visualization,0,6,4.62,conference paper,http://dx.doi.org/10.1109/VAST.2007.4388996,112,2.049218023,0.643058596
